x,y,var1,confound
57.10010855522068,259.27599329842496,2.0582612062638113,28.757752012461424
160.34351808142634,730.3048695613955,18.27593466169072,78.83051354438066
83.35120757213333,374.20198787648906,-4.469495485843893,40.89769218116999
185.49419417084636,841.4155317577995,21.810185970860083,88.301740400493145
195.5700399439523,882.7817466751646,16.161912124584017,94.04672842938453
19.653082567624118,73.53528379755781,10.351310171047484,4.555649938993156
104.67201612948693,487.8298892535684,12.746753284744305,52.810548804700375
186.0405795831646,828.5384585450412,9.036196618866317,89.2419044394046
116.78594238401212,523.1913132071024,2.529588079784128,55.14350144658238
97.80369853025982,431.0747649602242,3.564740724445805,45.661473530344665
198.89375346300037,882.7609049377271,0.961642035291904,95.68333453498781
89.62440569975533,434.34580352762543,19.38672518472221,45.33341561909765
142.8077783346039,635.4066934382602,12.99492053306319,67.75706354528666
118.77676844723713,543.2382440209421,5.912662424037342,57.26334019564092
26.226270550167584,101.1314775996225,-4.388569647528913,10.292468266561627
183.46049699907442,833.9219650873283,10.198553385583534,89.98249704018235
57.11151578130536,235.39087721383817,-3.0654813402919707,24.60877343546599
17.253522837311298,66.22213710326518,-1.5161204282997751,4.205953353084624
69.76115443489323,329.2593278826953,27.387860446993862,32.79207192827016
196.92537483698868,872.3206297485729,-6.959822235843749,95.45036491472274
189.46214765478226,821.2152622549531,-1.8299499740249079,88.95393160637468
135.06589197736878,625.594809440974,1.191938700997727,69.28034061565995
133.45250131223764,593.3034427104346,1.0424431323486223,64.05068137682974
210.93632722037444,916.6513427060809,-4.255253819928406,99.42697766236961
134.54438689097134,609.387228515591,5.122745112066483,65.57057991158217
143.44174763440904,652.585924970705,-3.3804204315109594,70.85304681677371
114.64641254854492,523.9562802689574,20.42460546573637,54.40660247113556
120.45391297610625,545.5964442840178,8.235129252863924,59.41420204471797
56.253171561906505,270.7510001912752,15.58147790153634,28.91597372945398
32.42060719292718,128.93086141472648,-7.054279233927245,14.711364731192589
188.32751370885205,870.3347116823327,6.855429025992223,96.30242325365543
181.76149446062064,826.5725646930213,12.455756808651277,90.22990451194346
144.62266669672812,637.4359693192457,7.9811208901766815,69.07052784226835
167.06371928178248,748.2451305170305,7.1759662917922835,79.54674176871777
9.910700985087828,31.73315443953825,-3.342801200697579,2.461368450894952
100.21262126859811,442.9759179811974,0.7128287037049912,47.77959710918367
156.32790582594032,700.9819283624795,2.9509859273020727,75.84595375228673
50.41565445609757,214.6662729225987,-1.0237121625979864,21.640793583355844
62.49676194180153,302.9039672672848,14.638071561561567,31.818100763484836
50.00137345410069,248.80159758657686,24.596129358700356,23.16257853526622
36.962424909839044,179.90108331291867,20.151800817459453,14.280002238228917
85.6723056892318,398.88330816042856,11.228402287733442,41.45463358145207
83.33138856790563,383.3511715324573,5.816923097451524,41.372432629577816
79.43353188792233,353.0132597536636,12.760057283081355,36.884545092470944
37.27695157453994,151.86995981393883,-0.8861420739069485,15.244474774226546
33.928572569104965,150.62175898667832,9.649171124953712,13.880606344901025
54.09983310208338,236.39484565824625,8.664661980210965,23.303409945219755
94.0532597777426,405.62388888708995,-16.45023214352555,46.59624502528459
61.67887516222678,289.0707268497345,25.966370196068453,26.597264036536217
179.32259468648724,793.4156359999116,-6.315614348386378,85.78277153428644
15.27719242655926,28.764906837083274,-19.258776395589702,4.583116667345166
95.44878351332153,429.90656845469357,6.996575278528482,44.220007420517504
158.90832445773404,726.5476148184387,8.074122946876356,79.89248456433415
37.22361505811262,150.60693174762736,6.919945687696786,12.189925997518003
114.66525199930847,516.2868925988961,8.40564613848128,56.094798375852406
50.95690042882104,203.65773478102065,-4.849273379813392,20.65313896164298
35.40151953180517,158.01261152397498,12.924971041568483,12.753165024332702
150.17699262549675,687.0874109326975,20.806875813430636,75.33078643027693
182.15058871510718,813.4791107665646,-1.3872858355059172,89.50453591533005
79.77406322691154,363.6102770935619,10.0587423629278,37.44627758860588
134.38424568486624,601.4157240995554,4.290996823528168,66.51151946280152
25.3909854025613,107.55891676269849,6.39214095449125,9.484066092409194
81.28439723135338,375.6679296928321,16.757084548602585,38.39696377981454
